class,image,iou,dice,precision,recall
WR,d_r_602_,1.000000,1.000000,1.000000,1.000000
WR,d_r_635_,1.000000,1.000000,1.000000,1.000000
WR,d_r_801_,1.000000,1.000000,1.000000,1.000000
WR,d_r_84_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1033_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1059_,1.000000,1.000000,1.000000,1.000000
WR,f_r_106_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1079_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1165_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1199_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1220_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1229_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1276_,0.000000,0.000000,0.000000,1.000000
WR,f_r_1282_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1298_,0.000000,0.000000,0.000000,1.000000
WR,f_r_1303_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1319_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1340_,1.000000,1.000000,1.000000,1.000000
WR,f_r_13_,0.000000,0.000000,0.000000,1.000000
WR,f_r_1410_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1428_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1435_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1440_,0.000000,0.000000,0.000000,1.000000
WR,f_r_1450_,0.000000,0.000000,0.000000,1.000000
WR,f_r_1452_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1461_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1467_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1471_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1478_,0.000000,0.000000,0.000000,1.000000
WR,f_r_1644_,0.000000,0.000000,0.000000,1.000000
WR,f_r_1737_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1782_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1800_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1892_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1920_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1931_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1948_,0.000000,0.000000,0.000000,1.000000
WR,f_r_1965_,1.000000,1.000000,1.000000,1.000000
WR,f_r_1992_,0.927534,0.962405,0.992375,0.934192
WR,f_r_2052_,0.000000,0.000000,0.000000,1.000000
WR,f_r_209_,0.000000,0.000000,0.000000,1.000000
WR,f_r_214_,1.000000,1.000000,1.000000,1.000000
WR,f_r_246_,1.000000,1.000000,1.000000,1.000000
WR,f_r_24_,1.000000,1.000000,1.000000,1.000000
WR,f_r_263_,1.000000,1.000000,1.000000,1.000000
WR,f_r_329_,1.000000,1.000000,1.000000,1.000000
WR,f_r_392_,1.000000,1.000000,1.000000,1.000000
WR,f_r_403_,1.000000,1.000000,1.000000,1.000000
WR,f_r_446_,1.000000,1.000000,1.000000,1.000000
WR,f_r_478_,1.000000,1.000000,1.000000,1.000000
WR,f_r_54_,1.000000,1.000000,1.000000,1.000000
WR,f_r_604_,0.000000,0.000000,0.000000,1.000000
WR,f_r_644_,1.000000,1.000000,1.000000,1.000000
WR,f_r_721_,1.000000,1.000000,1.000000,1.000000
WR,f_r_93_,1.000000,1.000000,1.000000,1.000000
WR,n_l_0_,1.000000,1.000000,1.000000,1.000000
WR,n_l_100_,1.000000,1.000000,1.000000,1.000000
WR,n_l_102_,1.000000,1.000000,1.000000,1.000000
WR,n_l_12_,0.428956,0.600377,0.441108,0.939654
WR,n_l_15_,1.000000,1.000000,1.000000,1.000000
WR,n_l_18_,0.869234,0.930043,0.999745,0.869426
WR,n_l_26_,0.915658,0.955972,0.939827,0.972682
WR,n_l_29_,1.000000,1.000000,1.000000,1.000000
WR,n_l_3_,1.000000,1.000000,1.000000,1.000000
WR,n_l_44_,1.000000,1.000000,1.000000,1.000000
WR,n_l_48_,1.000000,1.000000,1.000000,1.000000
WR,n_l_52_,1.000000,1.000000,1.000000,1.000000
WR,n_l_79_,0.298263,0.459480,0.311322,0.876705
WR,n_l_84_,0.000000,0.000000,0.000000,1.000000
WR,n_l_87_,0.934329,0.966050,0.976253,0.956057
WR,w_r_101_,0.744887,0.853794,0.997994,0.746004
WR,w_r_109_,0.847453,0.917429,0.991441,0.853699
WR,w_r_10_,0.797728,0.887485,0.999735,0.797897
WR,w_r_111_,0.858881,0.924084,0.911543,0.936975
WR,w_r_116_,0.895216,0.944711,0.993618,0.900393
WR,w_r_147_,0.920016,0.958342,0.997804,0.921882
WR,w_r_14_,0.892561,0.943231,0.998330,0.893895
WR,w_r_150_,0.428663,0.600090,0.998505,0.428938
WR,w_r_157_,0.731298,0.844798,0.999191,0.731732
WR,w_r_199_,0.853685,0.921068,0.997934,0.855197
WR,w_r_201_,0.550909,0.710434,0.998584,0.551340
WR,w_r_217_,0.907323,0.951410,0.998242,0.908776
WR,w_r_22_,0.742546,0.852254,0.999988,0.742552
WR,w_r_30_,0.842456,0.914493,0.987220,0.851746
WR,w_r_3_,0.705808,0.827535,0.996995,0.707313
WR,w_r_43_,0.675619,0.806411,0.998067,0.676504
WR,w_r_4_,0.631674,0.774265,0.993891,0.634136
WR,w_r_50_,0.830987,0.907693,0.998059,0.832332
WR,w_r_59_,0.911578,0.953744,0.996835,0.914224
WR,w_r_6_,0.846665,0.916966,0.984802,0.857874
WR,w_r_84_,0.897255,0.945845,0.991078,0.904561
