class,image,iou,dice,precision,recall
RI,f_r_209_,0.973533,0.986589,0.990073,0.983129
RI,f_r_214_,1.000000,1.000000,1.000000,1.000000
RI,f_r_246_,0.000000,0.000000,0.000000,1.000000
RI,f_r_24_,0.000000,0.000000,0.000000,1.000000
RI,f_r_263_,1.000000,1.000000,1.000000,1.000000
RI,f_r_329_,0.839884,0.912975,0.995657,0.842972
RI,f_r_392_,0.000000,0.000000,0.000000,1.000000
RI,f_r_403_,1.000000,1.000000,1.000000,1.000000
RI,f_r_446_,0.800688,0.889313,0.829053,0.959021
RI,f_r_478_,0.952801,0.975830,0.994706,0.957658
RI,f_r_54_,0.969849,0.984694,0.982729,0.986666
RI,f_r_604_,0.959221,0.979186,0.978242,0.980133
RI,f_r_644_,0.000000,0.000000,0.000000,1.000000
RI,f_r_721_,0.000000,0.000000,0.000000,1.000000
RI,f_r_93_,0.946651,0.972594,0.992408,0.953557
RI,n_l_0_,0.951266,0.975024,0.984633,0.965602
RI,n_l_100_,0.978868,0.989321,0.996676,0.982074
RI,n_l_102_,0.912646,0.954328,0.969021,0.940075
RI,n_l_12_,0.327096,0.492950,0.998751,0.327230
RI,n_l_15_,0.936852,0.967396,0.956076,0.978988
RI,n_l_18_,1.000000,1.000000,1.000000,1.000000
RI,n_l_26_,0.000000,0.000000,0.000000,1.000000
RI,n_l_29_,0.000000,0.000000,0.000000,1.000000
RI,n_l_3_,0.793577,0.884910,0.888893,0.880963
RI,n_l_44_,0.924921,0.960996,0.994006,0.930108
RI,n_l_48_,0.552143,0.711459,0.999436,0.552315
RI,n_l_52_,1.000000,1.000000,1.000000,1.000000
RI,n_l_79_,0.000000,0.000000,0.000000,1.000000
RI,n_l_84_,0.957421,0.978247,0.991803,0.965057
RI,n_l_87_,0.600804,0.750628,0.852363,0.670588
RI,w_r_101_,0.000000,0.000000,0.000000,1.000000
RI,w_r_109_,0.000000,0.000000,0.000000,1.000000
RI,w_r_10_,1.000000,1.000000,1.000000,1.000000
RI,w_r_111_,0.000000,0.000000,0.000000,1.000000
RI,w_r_116_,1.000000,1.000000,1.000000,1.000000
RI,w_r_147_,0.909884,0.952816,0.938919,0.967131
RI,w_r_14_,0.000000,0.000000,0.000000,1.000000
RI,w_r_150_,0.000000,0.000000,0.000000,1.000000
RI,w_r_157_,0.000000,0.000000,0.000000,1.000000
RI,w_r_199_,0.801701,0.889938,0.894230,0.885686
RI,w_r_201_,0.952741,0.975799,0.972180,0.979444
RI,w_r_217_,0.000000,0.000000,0.000000,1.000000
RI,w_r_22_,0.000000,0.000000,0.000000,1.000000
RI,w_r_30_,0.000000,0.000000,0.000000,1.000000
RI,w_r_3_,0.872397,0.931850,0.958686,0.906476
RI,w_r_43_,0.778944,0.875737,0.804539,0.960761
RI,w_r_4_,0.275611,0.432124,0.549842,0.355924
RI,w_r_50_,0.000000,0.000000,0.000000,1.000000
RI,w_r_59_,1.000000,1.000000,1.000000,1.000000
RI,w_r_6_,0.722353,0.838798,0.930959,0.763240
RI,w_r_84_,0.315532,0.479703,0.325706,0.909919
WR,d_r_122_,1.000000,1.000000,1.000000,1.000000
WR,d_r_129_,1.000000,1.000000,1.000000,1.000000
WR,d_r_144_,1.000000,1.000000,1.000000,1.000000
WR,d_r_166_,1.000000,1.000000,1.000000,1.000000
WR,d_r_182_,1.000000,1.000000,1.000000,1.000000
WR,d_r_196_,1.000000,1.000000,1.000000,1.000000
WR,d_r_233_,1.000000,1.000000,1.000000,1.000000
WR,d_r_277_,1.000000,1.000000,1.000000,1.000000
WR,d_r_300_,1.000000,1.000000,1.000000,1.000000
WR,d_r_345_,1.000000,1.000000,1.000000,1.000000
WR,d_r_379_,1.000000,1.000000,1.000000,1.000000
WR,d_r_384_,0.000000,0.000000,0.000000,1.000000
WR,d_r_386_,1.000000,1.000000,1.000000,1.000000
WR,d_r_465_,1.000000,1.000000,1.000000,1.000000
WR,d_r_47_,0.000000,0.000000,0.000000,1.000000
WR,d_r_547_,1.000000,1.000000,1.000000,1.000000
WR,d_r_552_,1.000000,1.000000,1.000000,1.000000
WR,d_r_58_,1.000000,1.000000,1.000000,1.000000
WR,d_r_598_,1.000000,1.000000,1.000000,1.000000
